0.5,0.5
0.795276,0.565542
0.105714,0.295283
0.445422,0.437092
0.58263,0.793875
0.658294,0.516385
0.333157,0.335837
0.11059,0.562932
0.75286,0.418239
0.259122,0.206124
0.643439,0.68606
0.490387,0.215244
0.00469523,0.471878
0.623886,0.262596
0.208534,0.952335
0.360221,0.39934
0.840959,0.821865
0.955406,0.216189
0.481091,0.0184196
0.788174,0.646432
0.724723,0.480142
0.0150507,0.673959
0.684371,0.282606
0.0608645,0.564302
0.767078,0.0289459
0.119033,0.2582
0.0961594,0.308666
0.149987,0.521833
0.57075,0.170009
0.414264,0.440533
0.404813,0.919875
0.429602,0.768028
0.429696,0.296025
0.429899,0.684074
0.428932,0.700383
0.431629,0.971002
0.431711,0.202163
0.431037,0.0808342
0.432161,0.783847
0.430306,0.768179
0.430199,0.798279
0.429519,0.323042
0.429638,0.780245
0.428787,0.79667
0.432344,0.0330297
0.428578,0.604949
0.429872,0.225074
0.42922,0.662751
0.43025,0.334914
0.429212,0.780698
0.429991,0.751881
0.430222,0.748612
0.430743,0.770332
0.43103,0.283906
0.431557,0.96685
0.430804,0.67508
0.429119,0.39881
0.429084,0.478021
0.430787,0.350642
0.429261,0.393994
0.429658,0.63815
0.431052,0.481935
0.43042,0.684344
0.429281,0.0333065
0.430176,0.640774
0.429786,0.80533
0.429843,0.450492
0.430965,0.298647
0.429547,0.652228
0.430577,0.449571
0.431147,0.89546
0.432194,0.447008
0.43047,0.0738033
0.431197,0.482469
0.430465,0.956154
0.430065,0.591374
0.431602,0.483455
0.42999,0.479032
0.431162,0.051741
0.428996,0.369523
0.429951,0.182681
0.430103,0.635365
0.430547,0.820312
0.429427,0.815904
0.428856,0.93174
0.428664,0.809175
0.428626,0.240663
0.429723,0.612394
0.431827,0.411566
0.43099,0.217853
0.429984,0.221037
0.429384,0.761921
0.43102,0.607977
0.431937,0.0339292
0.429821,0.659478
0.429574,0.12833
0.428723,0.752228
0.429428,0.657694
0.430211,0.184581
0.428302,0.21656
0.429783,0.671715
0.349256,0.435119
0.946472,0.41134
0.447439,0.377564
0.0148852,0.455982
0.304117,0.357826
0.466891,0.373056
0.0938405,0.398607
0.00595031,0.379795
0.798898,0.366456
0.987168,0.46096
0.387098,0.476716
0.970659,0.382415
0.720792,0.425788
0.746336,0.451908
0.2572,0.431023
0.414844,0.44608
0.38466,0.412751
0.89374,0.397294
0.454396,0.451508
0.234013,0.460155
0.397513,0.436914
0.259829,0.405737
0.149703,0.409914
0.991652,0.43165
0.78255,0.429155
0.866073,0.462812
0.304202,0.415343
0.0387879,0.450819
0.040654,0.446176
0.742763,0.426566
0.542151,0.366984
0.292089,0.397509
0.230544,0.436298
0.472084,0.426141
0.869368,0.4039
0.66456,0.443825
0.208363,0.429156
0.628719,0.426499
0.341045,0.368127
0.725887,0.374619
0.883301,0.445638
0.951416,0.351443
0.702091,0.403808
0.158745,0.384312
0.717918,0.399345
0.646275,0.454028
0.0983079,0.405584
0.972894,0.439483
0.730162,0.416686
0.696196,0.453418
0.188133,0.475765
0.240645,0.399308
0.938634,0.366391
0.430781,0.367075
0.372391,0.40853
0.32527,0.417496
0.533481,0.383668
0.897132,0.431968
0.403439,0.411093
0.18823,0.386591
0.0523716,0.416775
0.764356,0.391571
0.335284,0.413979
0.381541,0.406507
0.494312,0.435028
0.593238,0.464217
0.632685,0.435527
0.75842,0.389291
0.613659,0.447915
0.307408,0.459732
0.269978,0.428453
0.768308,0.424622
0.602477,0.385404
0.613471,0.446167
0.819272,0.376402
0.441661,0.465376
0.99147,0.46165
0.934954,0.444462
0.852888,0.40715
0.815385,0.406451
0.953691,0.819381
0.891664,0.838973
0.8807,0.855536
0.833185,0.806598
0.796478,0.826538
0.746144,0.848526
0.990927,0.837351
0.317362,0.842143
0.924997,0.834989
0.61937,0.802763
0.571641,0.819922
0.779114,0.830211
0.570688,0.832307
0.418457,0.831208
0.372172,0.850847
0.792857,0.834445
0.860397,0.83751
0.728934,0.830401
0.395247,0.838189
0.851247,0.820105
0.66717,0.831812
0.731049,0.844354
0.890652,0.819985
0.949963,0.831602
0.559189,0.818257
0.25627,0.844604
0.602608,0.806377
0.896314,0.813859
0.800012,0.835769
0.933072,0.84902
0.828,0.820452
0.540937,0.83668
0.717072,0.817045
0.567959,0.825678
0.570399,0.836209
0.30848,0.833194
0.274551,0.836645
0.502341,0.82422
0.552207,0.820582
0.797789,0.825344
0.377534,0.827293
0.830063,0.819021
0.944491,0.833187
0.508934,0.827632
0.288528,0.839038
0.53101,0.84838
0.866944,0.849345
0.789326,0.83584
0.705163,0.835513
0.949996,0.846595
0.917935,0.815043
0.959997,0.817875
0.541164,0.824483
0.908987,0.852485
0.665021,0.849395
0.905373,0.847168
0.882572,0.825237
0.591574,0.822575
0.779461,0.825733
0.410612,0.830804
0.989572,0.832219
0.512376,0.809163
0.990873,0.821729
0.717354,0.847013
0.55819,0.836014
0.769871,0.829674
0.215379,0.820127
0.700014,0.825319
0.993048,0.837062
0.0416993,0.86155
0.191095,0.821258
0.684955,0.821895
0.750192,0.800359
0.975126,0.817144
0.926167,0.824461
0.711678,0.842138
0.506931,0.828909
0.607201,0.798444
0.721714,0.80869
0.674199,0.826216
0.497525,0.821071
0.454376,0.818563
0.488439,0.824049
0.644164,0.816153
0.566517,0.835919
0.749606,0.829664
0.773868,0.829894
0.803146,0.84332
0.431558,0.812406
0.662904,0.829464
0.759279,0.832766
0.659185,0.827094
0.716698,0.850088
0.917192,0.840269
0.737978,0.833788
0.791081,0.833436
0.810123,0.817595
0.750577,0.813892
0.923119,0.839157
0.602017,0.819549
0.933614,0.848983
0.665707,0.82129
0.601985,0.840804
0.814695,0.841359
0.482524,0.829362
0.820845,0.817264
0.861546,0.846107
0.183019,0.827976
0.886363,0.817172
0.923608,0.847964
0.802587,0.822969
0.55682,0.843804
0.497588,0.834669
0.645733,0.846815
0.601361,0.823824
0.593544,0.823558
0.6833,0.827683
0.768755,0.823892
0.812484,0.826573
0.756708,0.8429
